Code,RIC,Ticker,Short_Name,ID_SEDOL1,ID_ISIN,ID_BB_UNIQUE,ID_BB_GLOBAL,Connect
2391,002391.SZ,002391 CH Equity,JIANGSU CHANGQ-A,B59J262,CNE100000NF7,EQ0000000009610750,BBG000Q64BJ8,0
2392,002392.SZ,002392 CH Equity,BEIJING LIER H-A,B5LLZ12,CNE100000NK7,EQ0000000009520594,BBG000Q3KSB8,0
2393,002393.SZ,002393 CH Equity,TIANJIN LISHEN-A,B5N0H66,CNE100000NJ9,EQ0000000009524209,BBG000Q3S824,0
2394,002394.SZ,002394 CH Equity,JIANGSU LIANFA-A,B5NPH72,CNE100000NH3,EQ0000000009524257,BBG000Q3SDV1,0
2395,002395.SZ,002395 CH Equity,WUXI DOUBLE-A,B55S6V6,CNE100000NQ4,EQ0000000009579494,BBG000Q57VQ5,0
2396,002396.SZ,002396 CH Equity,FUJIAN STAR-A,B510L77,CNE100000QF0,EQ0000000006494149,BBG000DBD6Q4,0
2397,002397.SZ,002397 CH Equity,HUNAN MENDALE-A,B5BNFR4,CNE100000NR2,EQ0000000009468821,BBG000Q1PS27,0
2398,002398.SZ,002398 CH Equity,LETS HOLDINGS-A,B3NXFD4,CNE100000NZ5,EQ0000000009586697,BBG000Q5KVB6,0
2399,002399.SZ,002399 CH Equity,SHENZHEN HEPAL-A,B612NJ6,CNE100000P02,EQ0000000009618213,BBG000Q69GX6,0
2400,002400.SZ,002400 CH Equity,GUANGDONG ADV -A,B3M2M08,CNE100000P10,EQ0000000009628470,BBG000Q6R294,0
2401,002401.SZ,002401 CH Equity,COSCO SHIPPING-A,B3M2CS6,CNE100000P28,EQ0000000009625978,BBG000Q6CC25,0
2402,002402.SZ,002402 CH Equity,SHENZHEN H&T-A,B67GPJ6,CNE100000P51,EQ0000000009661592,BBG000Q7VXC5,0
2403,002403.SZ,002403 CH Equity,AISHIDA CO LTD-A,B68H004,CNE100000P36,EQ0000000009661608,BBG000Q7VZC0,0
2404,002404.SZ,002404 CH Equity,ZHEJIANG JIAXI-A,B63SSK8,CNE100000P44,EQ0000000009655934,BBG000Q7QG29,0
2405,002405.SZ,002405 CH Equity,NAVINFO CO LTD-A,B3M4345,CNE100000P69,EQ0000000009661600,BBG000Q7VYC3,0
2406,002406.SZ,002406 CH Equity,XUCHANG YUANDO-A,B6948T9,CNE100000P77,EQ0000000009655942,BBG000Q7QH72,0
2407,002407.SZ,002407 CH Equity,DO-FLUORIDE-A,B3NVLZ2,CNE100000P85,EQ0000000009579470,BBG000Q57ST9,0
2408,002408.SZ,002408 CH Equity,ZIBO QIXIANG-A,B3MHG56,CNE100000P93,EQ0000000009617577,BBG000Q69G84,0
2409,002409.SZ,002409 CH Equity,JIANGSU YOKE-A,B3Q8P92,CNE100000PG0,EQ0000000009661584,BBG000Q7VVL9,0
2410,002410.SZ,002410 CH Equity,GLODON CO LTD-A,B3TRP30,CNE100000PH8,EQ0000000009618313,BBG000Q69HT9,0
2411,002411.SZ,002411 CH Equity,YANAN BICON -A,B3SLYL4,CNE100000PJ4,EQ0000000009668469,BBG000Q84017,0
2412,002412.SZ,002412 CH Equity,HUNAN HANSEN-A,B3S8T65,CNE100000PK2,EQ0000000009664288,BBG000Q7Z0N1,0
2413,002413.SZ,002413 CH Equity,JIANGSU LEIKE -A,B3WKWF7,CNE100000PL0,EQ0000000009668541,BBG000Q847Y6,0
2414,002414.SZ,002414 CH Equity,WUHAN GUIDE IN-A,B40JZ10,CNE100000RK8,EQ0000000009668533,BBG000Q846H7,0
2415,002415.SZ,002415 CH Equity,HANGZHOU HIKVI-A,B450X03,CNE100000PM8,EQ0000000009668509,BBG000Q844N5,0
2416,002416.SZ,002416 CH Equity,SHENZHEN AISI-A,B3YSLL8,CNE100000PN6,EQ0000000009668501,BBG000Q843S2,0
2417,002417.SZ,002417 CH Equity,SUNA CO LTD-A,B4R4671,CNE100000PQ9,EQ0000000009685996,BBG000Q8WVW4,0
2418,002418.SZ,002418 CH Equity,ZHE JIANG KANG-A,B4ML4S4,CNE100000PR7,EQ0000000009694359,BBG000Q96273,0
2419,002419.SZ,002419 CH Equity,RAINBOW DEPART-A,B4KDJQ5,CNE100000PS5,EQ0000000009715506,BBG000Q9RL96,0
2420,002420.SZ,002420 CH Equity,GUANGZHOU ECHO-A,B4K1066,CNE100000PT3,EQ0000000009694351,BBG000Q961J2,0
2421,002421.SZ,002421 CH Equity,SHENZHEN DAS-A,B3SNC16,CNE100000PV9,EQ0000000009518429,BBG000Q3G9M3,0
2422,002422.SZ,002422 CH Equity,SICHUAN KELUN-A,B3YB7P3,CNE100000PW7,EQ0000000003575181,BBG000NX0D11,0
2423,002423.SZ,002423 CH Equity,COFCO-A,B3V93C9,CNE100000PX5,EQ0000000009781981,BBG000QCTW66,0
2424,002424.SZ,002424 CH Equity,GUIZHOU BAILIN-A,B3XG9M0,CNE100000PY3,EQ0000000009782029,BBG000QCV054,0
2425,002425.SZ,002425 CH Equity,KAISER CHINA -A,B4PKG82,CNE100000PZ0,EQ0000000009685988,BBG000Q8WTR5,0
2426,002426.SZ,002426 CH Equity,SUZHOU VICTORY-A,B4NZPZ9,CNE100000Q01,EQ0000000009802493,BBG000QDG4N1,0
2427,002427.SZ,002427 CH Equity,ZHEJIANG UNIFA-A,B4JW9C9,CNE100000Q19,EQ0000000009802477,BBG000QDG380,0
2428,002428.SZ,002428 CH Equity,YUNNAN LINCANG-A,B4PQQL3,CNE100000Q27,EQ0000000009782009,BBG000QCTX19,0
2429,002429.SZ,002429 CH Equity,SHENZHEN MTC -A,B511TV0,CNE100000Q50,EQ0000000009838097,BBG000QFKC62,0
2430,002430.SZ,002430 CH Equity,HANGZHOU OXYGE-A,B66HD29,CNE100000Q68,EQ0000000009813229,BBG000QDX3N4,0
2431,002431.SZ,002431 CH Equity,PALM ECO-TOWN -A,B50RJK8,CNE100000Q76,EQ0000000009809204,BBG000QDQD50,0
2432,002432.SZ,002432 CH Equity,ANDON HEALTH C-A,B555695,CNE100000Q84,EQ0000000009838269,BBG000QFKKF4,0
2433,002433.SZ,002433 CH Equity,GUANGDONG TAIA-A,B534DR1,CNE100000Q92,EQ0000000009686004,BBG000Q8WW61,0
2434,002434.SZ,002434 CH Equity,ZHEJIANG WANLI-A,B57LCQ0,CNE100000QB9,EQ0000000009842195,BBG000QFR677,0
2435,002435.SZ,002435 CH Equity,CHANGJIANG-A,B53H336,CNE100000QC7,EQ0000000009849260,BBG000QFYRL7,0
2436,002436.SZ,002436 CH Equity,SHENZHEN FASTP-A,B5758F3,CNE100000QD5,EQ0000000009378847,BBG000PYC8B4,0
2437,002437.SZ,002437 CH Equity,HARBIN GLORIA-A,B5T0PT9,CNE100000QG8,EQ0000000009879999,BBG000QHCZR3,0
2438,002438.SZ,002438 CH Equity,JIANGSU SHENTO-A,B5VGXC4,CNE100000QH6,EQ0000000010000756,BBG000QK87J2,0
2439,002439.SZ,002439 CH Equity,VENUSTECH GROU-A,B5VPN09,CNE100000QJ2,EQ0000000009948037,BBG000QJS4Q2,0
2440,002440.SZ,002440 CH Equity,ZHEJIANG RUNTU-A,B3MY2S2,CNE100000QY1,EQ0000000009849252,BBG000QFYR28,0
2441,002441.SZ,002441 CH Equity,ZHONGYEDA ELEC-A,B3PF516,CNE100000QZ8,EQ0000000010000748,BBG000QK8686,0
2442,002442.SZ,002442 CH Equity,LONGXING CHEMI-A,B67MQ24,CNE100000R00,EQ0000000009782021,BBG000QCTYH0,0
2443,002443.SZ,002443 CH Equity,ZHEJIANG KINGL-A,B3M2JT6,CNE100000R18,EQ0000000009878995,BBG000QHCFL3,0
2444,002444.SZ,002444 CH Equity,HANG ZHOU GREA-A,B3NVRR6,CNE100000RC5,EQ0000000010018475,BBG000QKWVR3,0
2445,002445.SZ,002445 CH Equity,ZHONGNAN RED C-A,B66RB47,CNE100000RD3,EQ0000000010025301,BBG000QL4QP5,0
2446,002446.SZ,002446 CH Equity,GUANGDONG SHEN-A,B3M8J27,CNE100000RF8,EQ0000000010018495,BBG000QKWWK8,0
2447,002447.SZ,002447 CH Equity,DALIAN MORNIN-A,B68RNT4,CNE100000RG6,EQ0000000009813277,BBG000QDX871,0
2448,002448.SZ,002448 CH Equity,ZYNP CORP-A,B3SFZ02,CNE100000RL6,EQ0000000010081721,BBG000QN2PG5,0
2449,002449.SZ,002449 CH Equity,FOSHAN NATIONS-A,B3QCPF0,CNE100000RM4,EQ0000000010031310,BBG000QLD7R5,0
2450,002450.SZ,002450 CH Equity,KANGDE XIN COM-A,B3SYJL8,CNE100000RN2,EQ0000000010081705,BBG000QN2MF3,0
2451,002451.SZ,002451 CH Equity,SHANGHAI MORN-A,B3YL6D4,CNE100000RT9,EQ0000000010124341,BBG000QPJH25,0
2452,002452.SZ,002452 CH Equity,CHANGGAO ELEC-A,B3VYGV4,CNE100000RV5,EQ0000000010176372,BBG000QRQ413,0
2453,002453.SZ,002453 CH Equity,GREAT CHINASOF-A,B3TDPX8,CNE100000RW3,EQ0000000010176348,BBG000QRQ1C7,0
2454,002454.SZ,002454 CH Equity,SONGZ AUTOMOBI-A,B3W5BT9,CNE100000RX1,EQ0000000005152676,BBG000CJGP47,0
2455,002455.SZ,002455 CH Equity,WUXI BAICHUAN-A,B46LQQ2,CNE100000S25,EQ0000000009378759,BBG000PYC290,0
2456,002456.SZ,002456 CH Equity,OFILM GROUP CO-A,B3XCR35,CNE100000S33,EQ0000000009809192,BBG000QDQC34,0
2457,002457.SZ,002457 CH Equity,NINGXIA QING-A,B42VR18,CNE100000S41,EQ0000000010150482,BBG000QQTSN5,0
2458,002458.SZ,002458 CH Equity,SHANDONG YISHE-A,B418583,CNE100000SC3,EQ0000000010117091,BBG000QP7KR4,0
2459,002459.SZ,002459 CH Equity,JA SOLAR TECHN-A,B65BYW9,CNE100000SD1,EQ0000000009813269,BBG000QDX6R3,0
2460,002460.SZ,002460 CH Equity,GANFENG LITHI-A,B41CNM5,CNE100000SF6,EQ0000000010176364,BBG000QRQ2D4,0
2461,002461.SZ,002461 CH Equity,GUANGZHOU ZHUJ-A,B51ZGW2,CNE100000SM2,EQ0000000006671278,BBG000HNXKW4,0
2462,002462.SZ,002462 CH Equity,CACHET PHARMAC-A,B4TFKR0,CNE100000SN0,EQ0000000010198328,BBG000QSRPP7,0
2463,002463.SZ,002463 CH Equity,WUS PRINTED-A,B4YB1F8,CNE100000SP5,EQ0000000010198308,BBG000QSRNR0,0
2464,002464.SZ,002464 CH Equity,WHOLE EASY INT-A,B57WBM2,CNE100000T16,EQ0000000010204270,BBG000QSXDB2,0
2465,002465.SZ,002465 CH Equity,GUANGZHOU HAIG-A,B51R1H8,CNE100000T24,EQ0000000010354770,BBG000QZFDV4,0
2466,002466.SZ,002466 CH Equity,TIANQI LITHIUM-A,B52KSP3,CNE100000T32,EQ0000000010025293,BBG000QL4P40,0
2467,002467.SZ,002467 CH Equity,NET263 LTD-A,B5992R3,CNE100000T81,EQ0000000010182761,BBG000QS12X7,0
2468,002468.SZ,002468 CH Equity,STO EXPRESS CO-A,B55ZBQ7,CNE100000T99,EQ0000000010381409,BBG000R0FMN9,0
2469,002469.SZ,002469 CH Equity,SHANDONG SUNWA-A,B57ZLD2,CNE100000TB3,EQ0000000010000772,BBG000QK88X4,0
2470,002470.SZ,002470 CH Equity,KINGENTA ECOLO-A,B52JNH7,CNE100000TC1,EQ0000000010446599,BBG000R1GZD8,0
2471,002471.SZ,002471 CH Equity,JIANGSU ZHONGC-A,B52S8K2,CNE100000TD9,EQ0000000010527813,BBG000R42J16,0
2472,002472.SZ,002472 CH Equity,ZHEJIANG SHUAN-A,B52HRN5,CNE100000TF4,EQ0000000010583471,BBG000BBW738,0
2473,002473.SZ,002473 CH Equity,NINGBO SUNLIGH-A,B56JM98,CNE100000TG2,EQ0000000010538666,BBG000LQ5KW3,0
2474,002474.SZ,002474 CH Equity,FUJIAN RONGJI-A,B64Z5B8,CNE100000TQ1,EQ0000000010692571,BBG000BGRPQ8,0
2475,002475.SZ,002475 CH Equity,LUXSHARE PRECI-A,B64QPN3,CNE100000TP3,EQ0000000010589641,BBG000BC0ZV8,0
2476,002476.SZ,002476 CH Equity,SHANDONG POLYM-A,B608YG9,CNE100000TN8,EQ0000000010446607,BBG000R1H1M2,0
2478,002478.SZ,002478 CH Equity,JIANGSU CHANGB-A,B68BG19,CNE100000TX7,EQ0000000010527805,BBG000R42GT2,0
2479,002479.SZ,002479 CH Equity,ZHEJIANG FUCHU-A,B64WYW3,CNE100000TY5,EQ0000000010625697,BBG000BC39N2,0
2480,002480.SZ,002480 CH Equity,CHENGDU XINZHU-A,B68WXX3,CNE100000TZ2,EQ0000000010632055,BBG000BDVM14,0
2481,002481.SZ,002481 CH Equity,YANTAI SHUANGT-A,B64TFV0,CNE100000V04,EQ0000000010667371,BBG000BG6PP2,0
2482,002482.SZ,002482 CH Equity,SHENZHEN GRAND-A,B65K9P4,CNE100000V53,EQ0000000010672988,BBG000BB15P2,0
2483,002483.SZ,002483 CH Equity,JIANGSU RAINBO-A,B682C69,CNE100000V61,EQ0000000010971210,BBG0014XWX66,0
2484,002484.SZ,002484 CH Equity,NANTONG JIANGH-A,B63HVZ1,CNE100000V79,EQ0000000002135612,BBG000DMFX25,0
2485,002485.SZ,002485 CH Equity,SINOER MEN'S-A,B3RMYS5,CNE100000VS3,EQ0000000010673004,BBG000BB19T0,0
2486,002486.SZ,002486 CH Equity,SHANGHAI CHALL-A,B6941M3,CNE100000VT1,EQ0000000010672960,BBG000BB0ZS4,0
2487,002487.SZ,002487 CH Equity,DAJIN HEAVY IN-A,B3RPNP4,CNE100000VV7,EQ0000000010881470,BBG0014JBRZ1,0
2488,002488.SZ,002488 CH Equity,ZHEJIANG JINGU-A,B424XH5,CNE100000VN4,EQ0000000010736915,BBG0014826V5,0
2489,002489.SZ,002489 CH Equity,YOTRIO GROUP-A,B427749,CNE100000VP9,EQ0000000010909393,BBG0014KWBP1,0
2490,002490.SZ,002490 CH Equity,SHANDONG MOLON-A,B4NTBJ7,CNE100000VQ7,EQ0000000010736879,BBG00146CNF9,0
2491,002491.SZ,002491 CH Equity,TONGDING INTER-A,B41MPQ3,CNE100000VR5,EQ0000000010952079,BBG0014TKJW0,0
2492,002492.SZ,002492 CH Equity,ZHUHAI WINBASE-A,B4TM6V7,CNE100000W52,EQ0000000010025309,BBG000QL4S35,0
2493,002493.SZ,002493 CH Equity,RONGSHENG PETR-A,B4TPTS4,CNE100000W60,EQ0000000010951255,BBG0014THHH5,0
2494,002494.SZ,002494 CH Equity,HUASI HOLDING -A,B4MDF09,CNE100000W78,EQ0000000011159240,BBG0015KZLT1,0
2495,002495.SZ,002495 CH Equity,GUANGDONG JIAL-A,B4QQKT8,CNE100000W86,EQ0000000010905620,BBG0014K8KC2,0
2496,002496.SZ,002496 CH Equity,JIANGSU HUIFENG,B59HWK0,CNE100000WD3,EQ0000000010109090,BBG000QNYYM4,0
2497,002497.SZ,002497 CH Equity,ICHUAN YAHUA-A,B58NHQ0,CNE100000WF8,EQ0000000011135501,BBG0015DFWB4,0
2498,002498.SZ,002498 CH Equity,QINGDAO HANHE-A,B56P9J5,CNE100000WG6,EQ0000000011164985,BBG0015LJM79,0
2499,002499.SZ,002499 CH Equity,KELIN ENVIRONM-A,B57WB77,CNE100000WH4,EQ0000000011232659,BBG0015Y7GR5,0
2500,002500.SZ,002500 CH Equity,SHANXI SECURIT-A,B59FKK0,CNE100000WJ0,EQ0000000007020092,BBG000M2ZW10,0
2501,002501.SZ,002501 CH Equity,JILIN LIYUAN P-A,B5L4TW0,CNE100000WP7,EQ0000000011232683,BBG0015Y7H11,0
2502,002502.SZ,002502 CH Equity,DINGLONG CULTU-A,B5TJG93,CNE100000WQ5,EQ0000000011281273,BBG001654Y82,0
2503,002503.SZ,002503 CH Equity,SOU YU TE GROU-A,B52T1Y0,CNE100000WR3,EQ0000000011399982,BBG00171FJT8,0
2504,002504.SZ,002504 CH Equity,BEIJING HONGGA-A,B5TSBF1,CNE100000WT9,EQ0000000011338109,BBG0016RTSV4,0
2505,002505.SZ,002505 CH Equity,HUNAN DAKANG-A,B5VYRW6,CNE100000WV5,EQ0000000011317092,BBG0016PM6T6,0
2506,002506.SZ,002506 CH Equity,GCL SYSTEM INT-A,B5BBL47,CNE100000WW3,EQ0000000011249570,BBG00161YQP6,0
2507,002507.SZ,002507 CH Equity,CHONGQING FULI-A,B5SZ8W9,CNE100000WX1,EQ0000000011449210,BBG00179K4H1,0
2508,002508.SZ,002508 CH Equity,HANGZHOU ROBAM-A,B59WFS4,CNE100000WY9,EQ0000000011351342,BBG0016TLBH1,0
2509,002509.SZ,002509 CH Equity,TIANGUANG ZHON-A,B56TQX0,CNE100000WZ6,EQ0000000011400006,BBG00171FKF0,0
2510,002510.SZ,002510 CH Equity,TIANJIN MOTOR-A,B565M63,CNE100000X28,EQ0000000011338101,BBG0016RTS71,0
2511,002511.SZ,002511 CH Equity,C&S PAPER CO-A,B589J39,CNE100000X36,EQ0000000011338093,BBG0016RTS44,0
2512,002512.SZ,002512 CH Equity,TATWAH SMARTEC-A,B676XY7,CNE100000XN0,EQ0000000011475699,BBG0017SDBK7,0
2513,002513.SZ,002513 CH Equity,JIANGSU LANFEN-A,B650976,CNE100000XP5,EQ0000000011450946,BBG00179PJP4,0
2514,002514.SZ,002514 CH Equity,SUZHOU BOAMAX-A,B60FDR4,CNE100000XQ3,EQ0000000011450934,BBG00179PH96,0
2515,002515.SZ,002515 CH Equity,JINZI HAM CO-A,B6208S3,CNE100000XR1,EQ0000000011469517,BBG0017F2TJ0,0
2516,002516.SZ,002516 CH Equity,KUANGDA TECHNO-A,B3XPZZ2,CNE100000X93,EQ0000000011482608,BBG0017V5M70,0
2517,002517.SZ,002517 CH Equity,KINGNET NETWOR-A,B3QMCM6,CNE100000XB5,EQ0000000011482592,BBG0017V5LG2,0
2518,002518.SZ,002518 CH Equity,SHENZHEN KSTAR-A,B3S9WL4,CNE100000XC3,EQ0000000010946058,BBG0014S6G45,0
2519,002519.SZ,002519 CH Equity,JIANGSU YINHE-A,B3QP8K5,CNE100000XD1,EQ0000000011511848,BBG0017ZZ4Q7,0
2520,002520.SZ,002520 CH Equity,ZHEJIANG RIFA -A,B407YJ5,CNE100000XJ8,EQ0000000011475079,BBG0017SCDC3,0
2521,002521.SZ,002521 CH Equity,QIFENG NEW MAT-A,B46CJS8,CNE100000XK6,EQ0000000010692563,BBG000BGRP97,0
2522,002522.SZ,002522 CH Equity,ZHEJIANG ZHONG-A,B45K712,CNE100000XL4,EQ0000000011530510,BBG0018307T5,0
2523,002523.SZ,002523 CH Equity,ZHUZHOU TIANQI-A,B40GX40,CNE100000XM2,EQ0000000011530526,BBG001830813,0
2524,002524.SZ,002524 CH Equity,GUANGZHENG GRO-A,B4JQTR6,CNE100000XY7,EQ0000000011937074,BBG0018GFF21,0
2526,002526.SZ,002526 CH Equity,SHANDONG MININ-A,B4KLJT2,CNE100000Y01,EQ0000000011971105,BBG0018M9T34,0
2527,002527.SZ,002527 CH Equity,SHANGHAI STEP-A,B543DH7,CNE100000Y43,EQ0000000010538586,BBG000R4BCB0,0
2528,002528.SZ,002528 CH Equity,SHENZHEN INFIN-A,B542ZW3,CNE100000Y50,EQ0000000011937058,BBG0018GFB93,0
2529,002529.SZ,002529 CH Equity,HYM-A,B52STB0,CNE100000Y68,EQ0000000010150470,BBG000QQTR93,0
2530,002530.SZ,002530 CH Equity,JC FINANCE &TA-A,B4W3T18,CNE100000YG2,EQ0000000010538690,BBG000R4BPB1,0
2531,002531.SZ,002531 CH Equity,TITAN WIND-A,B4LLL51,CNE100000YH0,EQ0000000012042392,BBG0018R2PQ3,0
2532,002532.SZ,002532 CH Equity,SHIMGE PUMP IN-A,B4Y4VY6,CNE100000YJ6,EQ0000000011971213,BBG0018MS795,0
2533,002533.SZ,002533 CH Equity,GOLDCUP ELECTR-A,B56RX22,CNE100000YK4,EQ0000000012190413,BBG001968FD8,0
2534,002534.SZ,002534 CH Equity,HANGZHOU BOIL-A,B3LH602,CNE100000YT5,EQ0000000012042400,BBG0018R2PR2,0
2535,002535.SZ,002535 CH Equity,LINZHOU HEAVY-A,B58KKZ1,CNE100000YX7,EQ0000000012156477,BBG00191J5W8,0
2536,002536.SZ,002536 CH Equity,FEILONG AUTO-A,B3LKP15,CNE100000YY5,EQ0000000012167970,BBG00192FYK0,0
2537,002537.SZ,002537 CH Equity,HYUNION HOLDIN-A,B5ZQ085,CNE100000YV1,EQ0000000012195391,BBG0019G87B6,0
2538,002538.SZ,002538 CH Equity,ANHUI SIERTE -A,B64DW22,CNE100000Z42,EQ0000000012225831,BBG0019NKMY9,0
2539,002539.SZ,002539 CH Equity,CHENGDU WINTRU-A,B650BL4,CNE100000Z59,EQ0000000012190421,BBG001968FS2,0
2540,002540.SZ,002540 CH Equity,JIANGSU ASIA-A,B67NMM9,CNE100000Z67,EQ0000000012042412,BBG0018R2PY4,0
2541,002541.SZ,002541 CH Equity,ANHUI HONGLU-A,B692VN8,CNE100000Z75,EQ0000000012264793,BBG0019VX654,0
2542,002542.SZ,002542 CH Equity,CHINA ZHONGHUA-A,B3W0RZ2,CNE100000ZV8,EQ0000000012573752,BBG001B06H91,0
2543,002543.SZ,002543 CH Equity,GUANGDONG VANW-A,B3QBHX9,CNE100000ZT2,EQ0000000013274165,BBG001BCNZV1,0
2544,002544.SZ,002544 CH Equity,GCI SCIENCE-A,B3S2SF9,CNE100000ZS4,EQ0000000012243202,BBG0019R1L46,0
2545,002545.SZ,002545 CH Equity,QINGDAO EAST-A,B4MV202,CNE100000ZX4,EQ0000000012225771,BBG0019NKL99,0
2546,002546.SZ,002546 CH Equity,NANJING XINLIA-A,B3RYM21,CNE100000ZY2,EQ0000000013700074,BBG001BGNHR7,0
2547,002547.SZ,002547 CH Equity,SUZHOU CHUNXIN-A,B4XNW52,CNE100001047,EQ0000000011603545,BBG0018D05T7,0
2548,002548.SZ,002548 CH Equity,SHENZHEN JINXI-A,B58ZC27,CNE100001054,EQ0000000015591524,BBG001C93MZ4,0
2549,002549.SZ,002549 CH Equity,HUNAN KAIMEITE-A,B4YYLH9,CNE100001062,EQ0000000012435887,BBG0019XVR74,0
2550,002550.SZ,002550 CH Equity,CHANGZHOU QIAN-A,B52QJZ8,CNE100001070,EQ0000000012243178,BBG0019QZWR2,0
2551,002551.SZ,002551 CH Equity,SHENZHEN GLORY-A,B3MB238,CNE1000010G6,EQ0000000012435347,BBG0019XTJZ4,0
2552,002552.SZ,002552 CH Equity,BAODING TECHNOLO,B68VH61,CNE1000010H4,EQ0000000013274321,BBG001BCP7T4,0
2553,002553.SZ,002553 CH Equity,JIANGSU NANFAN-A,B62P4Y6,CNE1000010J0,EQ0000000016084272,BBG001CMJZ98,0
2554,002554.SZ,002554 CH Equity,CHINA OIL HBP-A,B67S5D6,CNE1000010K8,EQ0000000011351350,BBG0016TLBS9,0
2555,002555.SZ,002555 CH Equity,WUHU SANQI IN-A,B44DPG3,CNE1000010N2,EQ0000000015591512,BBG001C93K06,0
2556,002556.SZ,002556 CH Equity,ANHUI HUILONG-A,B45J2L4,CNE1000010P7,EQ0000000016083976,BBG001CMJJG6,0
2557,002557.SZ,002557 CH Equity,CHACHA FOOD CO-A,B40GWM1,CNE1000010Q5,EQ0000000012167962,BBG00192FYF6,0
2558,002558.SZ,002558 CH Equity,GIANT NETWORK-A,B3TZB92,CNE1000010R3,EQ0000000015591696,BBG001C93PT4,0
2559,002559.SZ,002559 CH Equity,JIANGSU YAWEI-A,B416RM5,CNE1000010S1,EQ0000000010469931,BBG000R2D5X3,0
2560,002560.SZ,002560 CH Equity,HENAN TONG-DA-A,B3NQ8K1,CNE1000010T9,EQ0000000016429410,BBG001CS51G7,0
2561,002561.SZ,002561 CH Equity,SHANGHAI XUJIA-A,B439MP0,CNE1000010V5,EQ0000000009232926,BBG000BFBJ63,0
2562,002562.SZ,002562 CH Equity,BROTHER ENTERP-A,B5VPBH2,CNE1000010Y9,EQ0000000015263838,BBG001BW0V23,0
2563,002563.SZ,002563 CH Equity,ZHEJIANG SEMIR-A,B52K2H3,CNE100001104,EQ0000000016615618,BBG001DQ3YD3,0
2564,002564.SZ,002564 CH Equity,SUZHOU THVOW T-A,B5NF2Z5,CNE1000010Z6,EQ0000000016292150,BBG001CQ8XR6,0
2565,002565.SZ,002565 CH Equity,SHANGHAI SHUNH-A,B3RGXZ7,CNE1000011B5,EQ0000000016404038,BBG001CS1LJ4,0
2566,002566.SZ,002566 CH Equity,JILIN JIAN YIS-A,B3LQBF9,CNE1000011C3,EQ0000000009430281,BBG000Q09705,0
2567,002567.SZ,002567 CH Equity,TANGRENSHEN GR-A,B5N9C68,CNE1000011J8,EQ0000000012153347,BBG0018YPYS2,0
2568,002568.SZ,002568 CH Equity,SHANGHAI BAIRU-A,B67W776,CNE1000011K6,EQ0000000016828393,BBG001JYRCV2,0
2569,002569.SZ,002569 CH Equity,ZHEJIANG BUSEN-A,B4NJYL0,CNE1000011X9,EQ0000000010583431,BBG000BBW471,0
2570,002570.SZ,002570 CH Equity,BEINGMATE CO L-A,B4ZNLC0,CNE1000011Y7,EQ0000000012264841,BBG0019VXCM2,0
2571,002571.SZ,002571 CH Equity,ANHUI DELI HOU-A,B4L9T06,CNE1000011Z4,EQ0000000016621864,BBG001F43L75,0
2572,002572.SZ,002572 CH Equity,SUOFEIYA HOME-A,B4QYGC7,CNE100001203,EQ0000000016868929,BBG001K84LK4,0
2573,002573.SZ,002573 CH Equity,BEIJING SPC -A,B5KPMY7,CNE100001278,EQ0000000016921477,BBG001KG01P9,0
2574,002574.SZ,002574 CH Equity,ZHEJIANG MING-A,B66NW86,CNE100001286,EQ0000000016920757,BBG001KFWV07,0
2575,002575.SZ,002575 CH Equity,GUANGDONG QUN-A,B56H8Y9,CNE100001294,EQ0000000016934508,BBG001KHZN17,0
2576,002576.SZ,002576 CH Equity,JIANGSU TONGDA-A,B3YFN24,CNE1000012G2,EQ0000000017203980,BBG001MC9JR6,0
2577,002577.SZ,002577 CH Equity,SHENZHEN RAPOO-A,B42M3G8,CNE1000012J6,EQ0000000016552272,BBG001DDQ3D5,0
2578,002578.SZ,002578 CH Equity,FUJIAN MINFA A-A,B68CP37,CNE1000012H0,EQ0000000016971359,BBG001KQBCV4,0
2579,002579.SZ,002579 CH Equity,HUIZHOU CHINA-A,B527TR3,CNE1000012P3,EQ0000000016855637,BBG001K45VM8,0
2580,002580.SZ,002580 CH Equity,SHANDONG SACR-A,B5KSZR0,CNE1000012Q1,EQ0000000016967265,BBG001KP11Z7,0
2581,002581.SZ,002581 CH Equity,SHANDONG SINOB-A,B659RD5,CNE1000012Y5,EQ0000000016868945,BBG001K84LW1,0
2582,002582.SZ,002582 CH Equity,HAOXIANGNI-A,B433M41,CNE1000012Z2,EQ0000000017072117,BBG001LQ49V8,0
2583,002583.SZ,002583 CH Equity,HYTERA COMMUNI-A,B4RMQR5,CNE1000013B1,EQ0000000017134682,BBG001M25SJ1,0
2584,002584.SZ,002584 CH Equity,XILONG SCIENTIFI,B4R2X07,CNE1000013M8,EQ0000000017072109,BBG001LQ49S2,0
2585,002585.SZ,002585 CH Equity,JIANGSU SHUANG-A,B45DN68,CNE1000013N6,EQ0000000017199840,BBG001MBN1N5,0
2586,002586.SZ,002586 CH Equity,ZHEJIANG RECLA-A,B4MXH36,CNE1000013P1,EQ0000000017199848,BBG001MBN1W5,0
2587,002587.SZ,002587 CH Equity,SHENZHEN AOTO -A,B43G0M4,CNE1000013V9,EQ0000000017240515,BBG001MNBFH8,0
