Trading Name,Client Account Name,Client Account Number,Swap Ref,Issue Type ,Stock Description,Ric,Sedol,Open/Unwind,Buy/Sell,Listing Ccy,Swap Ccy,Trade Date,Settlement Date,Stock Quantity,Price (Gross) Listing Ccy,Price (Gross) Swap Ccy,FX Rate,Commission Charge,Commission Charge Basis,Market Equivalent Charges,Market Equivalent Charges Basis,Price (Net) Listing Ccy,Price (Net) Swap Ccy,Net Notional in Listing Ccy,Net Notional in Swap Ccy,Lead Spread,Swap Shell Financing Basis,Swap Shell Financing Basis Period,Swap Shell Financing Basis CCY,Swap Shell Maturtiy Date,Give In,Comment
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SHANGHA DAZHONG PUBLIC UTILITIES GR,600635.SH,BP3RBM1,Open,Buy,CNY,USD,7/13/2020,7/15/2020,360400,5.5156,0.7882,6.9981,2,BPS,1.09,BPS,5.5173,0.7884,"1,988,434.92","284,139.36",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SHANGHAI JAHWA,600315.SH,BP3R5H4,Open,Buy,CNY,USD,7/13/2020,7/15/2020,402,46.4967,6.6442,6.9981,2,BPS,1.09,BPS,46.5111,6.6463,"18,697.46","2,671.81",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SHANGHAI RUNDA MEDICAL TEC-A,603108.SH,BYV1VF1,Open,Buy,CNY,USD,7/13/2020,7/15/2020,146500,15.4926,2.2138,6.9981,2,BPS,1.09,BPS,15.4974,2.2145,"2,270,369.10","324,424.25",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SHENDA CO,600626.SH,BP3RDS1,Open,Buy,CNY,USD,7/13/2020,7/15/2020,753100,5.9067,0.844,6.9981,2,BPS,1.09,BPS,5.9085,0.8443,"4,449,691.35","635,842.33",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SHENWAN HONGYUAN,000166.ZK,BD5CPV7,Open,Buy,CNY,USD,7/13/2020,7/15/2020,130,6.20101641,0.8861,6.9981,2,BPS,1.09,BPS,6.20293066,0.88637354,806.38,115.23,65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SHENZHEN H&T,002402.ZK,BD73M73,Open,Buy,CNY,USD,7/13/2020,7/15/2020,323273,17.3856,2.4843,6.9981,2,BPS,1.09,BPS,17.391,2.4851,"5,622,040.74","803,365.73",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SHENZHEN YITOA,300131.ZK,BD5LY73,Open,Buy,CNY,USD,7/13/2020,7/15/2020,434000,6.9417,0.9919,6.9981,2,BPS,1.09,BPS,6.9438,0.9922,"3,013,609.20","430,614.80",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SHIJIA SCIENCE,002796.ZK,BL4P450,Open,Buy,CNY,USD,7/13/2020,7/15/2020,1900,24.3395,3.478,6.9981,2,BPS,1.09,BPS,24.347,3.4791,"46,259.30","6,610.29",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SHUANG TA FOOD,002481.ZK,BD5CCZ0,Open,Buy,CNY,USD,7/13/2020,7/15/2020,5300,18.78,2.6836,6.9981,2,BPS,1.09,BPS,18.7858,2.6844,"99,564.74","14,227.32",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SIASUN ROBOT,300024.ZK,BD5CNQ8,Open,Buy,CNY,USD,7/13/2020,7/15/2020,29200,15.6988377,2.2433,6.9981,2,BPS,1.09,BPS,15.7036839,2.2439925,"458,547.57","65,524.58",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SINOCARE,300298.ZK,BD5LWM4,Open,Buy,CNY,USD,7/13/2020,7/15/2020,10200,35.9683,5.1397,6.9981,2,BPS,1.09,BPS,35.9794,5.1413,"366,989.88","52,441.26",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SINQI PHARM,300573.ZK,BMTCW48,Open,Buy,CNY,USD,7/13/2020,7/15/2020,3500,160.1829,22.8895,6.9981,2,BPS,1.09,BPS,160.2323,22.8966,"560,813.05","80,138.10",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SITONG MATERIALS,300428.ZK,BL5P4K4,Open,Buy,CNY,USD,7/13/2020,7/15/2020,30660,16.3379,2.3346,6.9981,2,BPS,1.09,BPS,16.3429,2.3353,"501,073.31","71,600.30",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SONOSCAPE,300633.ZK,BHQPSP8,Open,Buy,CNY,USD,7/13/2020,7/15/2020,21700,37.3635,5.3391,6.9981,2,BPS,1.09,BPS,37.375,5.3407,"811,037.50","115,893.19",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SPEED WIRELESS,300322.ZK,BD5CQG9,Open,Buy,CNY,USD,7/13/2020,7/15/2020,50300,18.9399,2.7064,6.9981,2,BPS,1.09,BPS,18.9457,2.7072,"952,968.71","136,172.16",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SUMAVISION TECH,300079.ZK,BD5CC61,Open,Buy,CNY,USD,7/13/2020,7/15/2020,351200,5.4233,0.775,6.9981,2,BPS,1.09,BPS,5.425,0.7752,"1,905,260.00","272,250.24",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SUNING APPLIANCE,002024.ZK,BD5CPK6,Open,Buy,CNY,USD,7/13/2020,7/15/2020,2185802,12.2656,1.7527,6.9981,2,BPS,1.09,BPS,12.2694,1.7532,"26,818,479.06","3,832,148.07",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SUNVIM GROUP,002083.ZK,BD5LQG6,Open,Buy,CNY,USD,7/13/2020,7/15/2020,1114900,6.1026,0.872,6.9981,2,BPS,1.09,BPS,6.1045,0.8723,"6,805,907.05","972,527.27",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SUNWARD INTEL,002097.ZK,BD5LTG7,Open,Buy,CNY,USD,7/13/2020,7/15/2020,258900,6.7707,0.9675,6.9981,2,BPS,1.09,BPS,6.7728,0.9678,"1,753,477.92","250,563.42",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SUNWAVE COMM,002115.ZK,BKDQ8G6,Open,Buy,CNY,USD,7/13/2020,7/15/2020,27700,10.5146,1.5025,6.9981,2,BPS,1.09,BPS,10.5178,1.503,"291,343.06","41,633.10",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SUZHOU GOOD-ARK,002079.ZK,BD5LR18,Open,Buy,CNY,USD,7/13/2020,7/15/2020,19600,14.44,2.0634,6.9981,2,BPS,1.09,BPS,14.4445,2.064,"283,112.20","40,454.40",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SZ AIRPORT,000089.ZK,BD5CDP7,Open,Buy,CNY,USD,7/13/2020,7/15/2020,7,9.949199,1.4217,6.9981,2,BPS,1.09,BPS,9.95227,1.422139,69.67,9.95,65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SZ BEAUTY STAR,002243.ZK,BMVB2P4,Open,Buy,CNY,USD,7/13/2020,7/15/2020,50400,18.6216,2.661,6.9981,2,BPS,1.09,BPS,18.6273,2.6618,"938,815.92","134,154.72",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: T&S COMMUN,300570.ZK,BL61LC2,Open,Buy,CNY,USD,7/13/2020,7/15/2020,21700,24.8688,3.5537,6.9981,2,BPS,1.09,BPS,24.8765,3.5548,"539,820.05","77,139.16",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: TCL TECHNOLOGY GROUP CORP,000100.ZK,BD5CP28,Open,Buy,CNY,USD,7/13/2020,7/15/2020,3374407,6.7491,0.9644,6.9981,2,BPS,1.09,BPS,6.7512,0.9647,"22,781,296.54","3,255,290.43",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: TECON ANIMAL,002100.ZK,BD5LWR9,Open,Buy,CNY,USD,7/13/2020,7/15/2020,174425,17.93053189,2.56220001,6.9981,2,BPS,1.09,BPS,17.93606705,2.56299096,"3,128,498.50","447,049.70",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: TEDA,000652.ZK,BD5C8T6,Open,Buy,CNY,USD,7/13/2020,7/15/2020,111700,7.5512,1.079,6.9981,2,BPS,1.09,BPS,7.5535,1.0793,"843,725.95","120,557.81",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: TELLING TELE,000829.ZK,BD5CBB9,Open,Buy,CNY,USD,7/13/2020,7/15/2020,39000,7.5714,1.0819,6.9981,2,BPS,1.09,BPS,7.5737,1.0822,"295,374.30","42,205.80",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: TIANQI LITHIUM,002466.ZK,BD5CKH8,Open,Buy,CNY,USD,7/13/2020,7/15/2020,581500,28.2018,4.0299,6.9981,2,BPS,1.09,BPS,28.2105,4.0311,"16,404,405.75","2,344,084.65",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: TRS INFO TECH,300229.ZK,BD5C9B5,Open,Buy,CNY,USD,7/13/2020,7/15/2020,43900,14.0431,2.0067,6.9981,2,BPS,1.09,BPS,14.0474,2.0073,"616,680.86","88,120.47",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: UGC,002049.ZK,BD5CL75,Open,Buy,CNY,USD,7/13/2020,7/15/2020,9109,132.020556,18.8652,6.9981,2,BPS,1.09,BPS,132.061311,18.871024,"1,202,946.48","171,896.16",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: UGC,002049.ZK,BD5CL75,Open,Buy,CNY,USD,7/13/2020,7/15/2020,155940,129.5898,18.5179,6.9981,2,BPS,1.09,BPS,129.6298,18.5236,"20,214,471.01","2,888,570.18",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: UNILUMIN GROUP,300232.ZK,BFY8HP8,Open,Buy,CNY,USD,7/13/2020,7/15/2020,427470,9.75,1.3932,6.9981,2,BPS,1.09,BPS,9.753,1.3936,"4,169,114.91","595,722.19",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: VATTI CORP,002035.ZK,BD73L09,Open,Buy,CNY,USD,7/13/2020,7/15/2020,315800,10.6018,1.515,6.9981,2,BPS,1.09,BPS,10.6051,1.5155,"3,349,090.58","478,594.90",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: WELLHOPE ORD A,603609.SH,BZ0D252,Open,Buy,CNY,USD,7/13/2020,7/15/2020,77128,16.7569505,2.3945,6.9981,2,BPS,1.09,BPS,16.7621234,2.3952392,"1,292,829.05","184,740.01",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: WONDERSHARE TECHNOLOGY GROUP C,300624.ZK,BHQPSM5,Open,Buy,CNY,USD,7/13/2020,7/15/2020,100,83.66,11.9547,6.9981,2,BPS,1.09,BPS,83.6858,11.9584,"8,368.58","1,195.84",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: WUTONG HOLDING,300292.ZK,BD5LYM8,Open,Buy,CNY,USD,7/13/2020,7/15/2020,1393955,5.8917,0.8419,6.9981,2,BPS,1.09,BPS,5.8935,0.8422,"8,215,273.79","1,173,988.90",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: XCMG MACHINERY,000425.ZK,BD5CM27,Open,Buy,CNY,USD,7/13/2020,7/15/2020,4004326,6.6589,0.9515,6.9981,2,BPS,1.09,BPS,6.661,0.9518,"26,672,815.49","3,811,317.49",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: XI AN GREE REAL ESTATE CO,600185.SH,BP3RGJ3,Open,Buy,CNY,USD,7/13/2020,7/15/2020,272539,16.1017,2.3009,6.9981,2,BPS,1.09,BPS,16.1067,2.3016,"4,389,703.91","627,275.76",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: XI AN GREE REAL ESTATE CO,600185.SH,BP3RGJ3,Open,Buy,CNY,USD,7/13/2020,7/15/2020,188400,16.5694014,2.3677,6.9981,2,BPS,1.09,BPS,16.5745164,2.3684309,"3,122,638.89","446,212.38",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: XIANMEN XIANGYU,600057.SH,BKM3FV2,Open,Buy,CNY,USD,7/13/2020,7/15/2020,9,6.37,0.9102,6.9981,2,BPS,1.09,BPS,6.372,0.9105,57.35,8.19,65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: XINJIANG MACH,300159.ZK,BD5CCJ4,Open,Buy,CNY,USD,7/13/2020,7/15/2020,424800,5.1052,0.7295,6.9981,2,BPS,1.09,BPS,5.1068,0.7297,"2,169,368.64","309,976.56",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: XINNENG TAISHAN,000720.ZK,BD5LVC7,Open,Buy,CNY,USD,7/13/2020,7/15/2020,214500,5.3799,0.7688,6.9981,2,BPS,1.09,BPS,5.3816,0.769,"1,154,353.20","164,950.50",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: XINYANGFENG,000902.ZK,BD5CF06,Open,Buy,CNY,USD,7/13/2020,7/15/2020,129200,10.6465,1.5213,6.9981,2,BPS,1.09,BPS,10.6498,1.5218,"1,375,954.16","196,616.56",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: YAHUA IND,002497.ZK,BD5LSZ9,Open,Buy,CNY,USD,7/13/2020,7/15/2020,236300,10.9733,1.568,6.9981,2,BPS,1.09,BPS,10.9767,1.5685,"2,593,794.21","370,636.55",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: YANGJIE ELECT,300373.ZK,BD5LTF6,Open,Buy,CNY,USD,7/13/2020,7/15/2020,26200,36.5632,5.2247,6.9981,2,BPS,1.09,BPS,36.5745,5.2263,"958,251.90","136,929.06",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: YN GERMANIUM,002428.ZK,BD5C993,Open,Buy,CNY,USD,7/13/2020,7/15/2020,26,17.2489148,2.4647997,6.9981,2,BPS,1.09,BPS,17.2542395,2.4655606,448.61,64.1,65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: YONGGAO,002641.ZK,BMTCVV8,Open,Buy,CNY,USD,7/13/2020,7/15/2020,45700,7.9162,1.1312,6.9981,2,BPS,1.09,BPS,7.9186,1.1315,"361,880.02","51,709.55",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: YSSTECH,300377.ZK,BD5LZN6,Open,Buy,CNY,USD,7/13/2020,7/15/2020,145200,11.1869,1.5986,6.9981,2,BPS,1.09,BPS,11.1904,1.5991,"1,624,846.08","232,189.32",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: YTO EXPRESS GROUP CO LTD,600233.SH,BYW5QJ1,Open,Buy,CNY,USD,7/13/2020,7/15/2020,91,15.5392804,2.2204999,6.9981,2,BPS,1.09,BPS,15.5440774,2.2211854,"1,414.51",202.13,65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: YUNNAN COPPER,000878.ZK,BD5CJK4,Open,Buy,CNY,USD,7/13/2020,7/15/2020,20395,14.3125141,2.0452,6.9981,2,BPS,1.09,BPS,14.3169324,2.0458314,"291,993.84","41,724.73",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: YUNNEI POWER,000903.ZK,BD73KW4,Open,Buy,CNY,USD,7/13/2020,7/15/2020,310800,7.248,1.0357,6.9981,2,BPS,1.09,BPS,7.2502,1.036,"2,253,362.16","321,988.80",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: ZH SEMICON,002129.ZK,BD5CMT4,Open,Buy,CNY,USD,7/13/2020,7/15/2020,195892,25.7503,3.6796,6.9981,2,BPS,1.09,BPS,25.7582,3.6807,"5,045,825.31","721,019.68",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: ZH SEMICON,002129.ZK,BD5CMT4,Open,Buy,CNY,USD,7/13/2020,7/15/2020,24540,25.860079,3.6953,6.9981,2,BPS,1.09,BPS,25.868062,3.696441,"634,802.24","90,710.66",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: ZHEJIANG SEMIR,002563.ZK,BD5CM83,Open,Buy,CNY,USD,7/13/2020,7/15/2020,34200,7.4,1.0574,6.9981,2,BPS,1.09,BPS,7.4023,1.0577,"253,158.66","36,173.34",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: ZHENGBANG TECHNO,002157.ZK,BD5LZ81,Open,Buy,CNY,USD,7/13/2020,7/15/2020,486080,20.7001,2.958,6.9981,2,BPS,1.09,BPS,20.7065,2.9589,"10,065,015.52","1,438,262.11",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: ZHIGUANG ELEC,002169.ZK,BD73L54,Open,Buy,CNY,USD,7/13/2020,7/15/2020,343100,11.8005,1.6862,6.9981,2,BPS,1.09,BPS,11.8041,1.6867,"4,049,986.71","578,706.77",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: ZHONGJIN,000060.ZK,BD5CLW0,Open,Buy,CNY,USD,7/13/2020,7/15/2020,104000,4.75,0.6788,6.9981,2,BPS,1.09,BPS,4.7515,0.679,"494,156.00","70,616.00",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: ZIJIANG ENTER,600210.SH,BP3RHM3,Open,Buy,CNY,USD,7/13/2020,7/15/2020,616300,5.1589,0.7372,6.9981,2,BPS,1.09,BPS,5.1605,0.7374,"3,180,416.15","454,459.62",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: ZIJIN BANK,601860.SH,BK94853,Open,Buy,CNY,USD,7/13/2020,7/15/2020,66,4.8160924,0.6882,6.9981,2,BPS,1.09,BPS,4.8175791,0.6884124,317.96,45.44,65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: ZONGSHEN POWER,001696.ZK,BD5CFN9,Open,Buy,CNY,USD,7/13/2020,7/15/2020,54500,8.39,1.1989,6.9981,2,BPS,1.09,BPS,8.3926,1.1993,"457,396.70","65,361.85",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: ZTE,000063.ZK,BD5CPY0,Open,Buy,CNY,USD,7/13/2020,7/15/2020,256100,44.7206,6.3904,6.9981,2,BPS,1.09,BPS,44.7344,6.3924,"11,456,479.84","1,637,093.64",65,LIBOR,1m,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: 712 COMMUNICAT,603712.SH,BK947M3,Open,Sell,CNY,USD,7/13/2020,7/15/2020,42500,41.4980332,5.9299,6.9981,2,BPS,11.09,BPS,41.4437247,5.9221395,"1,761,358.30","251,690.93",-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: ACCELINK TECH,002281.ZK,BD5C8C9,Open,Sell,CNY,USD,7/13/2020,7/15/2020,1400,36.91491,5.27499,6.9981,2,BPS,11.09,BPS,36.8666,5.26809,"51,613.24","7,375.33",-845,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: ADDSINO,000547.ZK,BD5CKF6,Open,Sell,CNY,USD,7/13/2020,7/15/2020,165700,17.8073653,2.5446,6.9981,2,BPS,11.09,BPS,17.7840608,2.5412699,"2,946,818.87","421,088.42",-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: AECC AERO-ENGINE CONTROL CO LTD,000738.ZK,BD5CMK5,Open,Sell,CNY,USD,7/13/2020,7/15/2020,77500,16.3552595,2.3371,6.9981,2,BPS,11.09,BPS,16.3338554,2.3340414,"1,265,873.79","180,888.21",-795,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: ALPHA GROUP,002292.ZK,BD5CNK2,Open,Sell,CNY,USD,7/13/2020,7/15/2020,76,10.299804,1.4718,6.9981,2,BPS,11.09,BPS,10.286325,1.469874,781.76,111.71,-1000,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: AMOY DIAGNOSTICS,300685.ZK,BFY8H70,Open,Sell,CNY,USD,7/13/2020,7/15/2020,11200,74.807597,10.689701,6.9981,2,BPS,11.09,BPS,74.709696,10.675711,"836,748.60","119,567.96",-745,FEDEF,1d,USD,3/10/2022,No,
